,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
6911,8055,location 481,1,event_type 34,severity_type 2,feature 307,1,resource_type 2
6912,5439,location 1019,1,event_type 15,severity_type 1,feature 82,6,resource_type 8
6913,3659,location 1060,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
6914,11244,location 570,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
6915,6483,location 896,0,event_type 42,severity_type 1,feature 291,1,resource_type 2
6916,17532,location 161,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
6917,9324,location 891,0,event_type 11,severity_type 1,feature 109,3,resource_type 8
6918,7126,location 821,2,event_type 54,severity_type 1,feature 201,1,resource_type 2
6919,6334,location 692,0,event_type 21,severity_type 1,feature 134,1,resource_type 2
6920,4702,location 181,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
6921,10505,location 378,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
6922,17815,location 892,1,event_type 43,severity_type 1,feature 368,4,resource_type 2
6923,18387,location 690,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
6924,10230,location 477,0,event_type 34,severity_type 2,feature 308,1,resource_type 2
6925,13498,location 648,0,event_type 23,severity_type 1,feature 306,1,resource_type 7
6926,12522,location 1052,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
6927,1813,location 607,0,event_type 11,severity_type 2,feature 46,3,resource_type 8
6928,14199,location 401,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
6929,11229,location 358,0,event_type 35,severity_type 4,feature 312,3,resource_type 2
6930,2954,location 802,0,event_type 11,severity_type 1,feature 345,8,resource_type 4
6931,1112,location 794,0,event_type 11,severity_type 1,feature 47,5,resource_type 4
6932,16869,location 938,1,event_type 11,severity_type 1,feature 82,1,resource_type 8
6933,3493,location 821,2,event_type 15,severity_type 2,feature 82,15,resource_type 8
6934,9741,location 263,1,event_type 34,severity_type 1,feature 44,3,resource_type 8
6935,502,location 290,0,event_type 11,severity_type 1,feature 181,1,resource_type 2
6936,5500,location 477,0,event_type 34,severity_type 2,feature 309,15,resource_type 2
6937,6977,location 600,2,event_type 15,severity_type 2,feature 82,20,resource_type 8
6938,1618,location 12,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
6939,5868,location 498,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
6940,2113,location 460,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
6941,15888,location 126,0,event_type 35,severity_type 2,feature 235,5,resource_type 2
6942,903,location 846,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
6943,11731,location 342,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
6944,683,location 735,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
6945,14458,location 823,0,event_type 15,severity_type 2,feature 193,3,resource_type 8
6946,11463,location 494,0,event_type 34,severity_type 2,feature 313,101,resource_type 2
6947,16287,location 653,2,event_type 15,severity_type 2,feature 203,23,resource_type 8
6948,17322,location 949,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
6949,13856,location 798,0,event_type 15,severity_type 2,feature 68,1,resource_type 8
6950,14224,location 869,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
6951,4600,location 613,2,event_type 54,severity_type 1,feature 71,1,resource_type 8
6952,6552,location 816,0,event_type 14,severity_type 2,feature 47,2,resource_type 4
6953,13609,location 476,0,event_type 35,severity_type 2,feature 229,12,resource_type 2
6954,1832,location 755,0,event_type 11,severity_type 1,feature 161,1,resource_type 8
6955,4647,location 173,0,event_type 35,severity_type 1,feature 221,1,resource_type 2
6956,3226,location 479,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
6957,10012,location 826,1,event_type 11,severity_type 2,feature 54,1,resource_type 2
6958,1542,location 457,0,event_type 34,severity_type 2,feature 313,25,resource_type 2
6959,11132,location 1050,0,event_type 11,severity_type 2,feature 47,1,resource_type 8
6960,2290,location 1052,2,event_type 15,severity_type 2,feature 203,4,resource_type 8
6961,93,location 1086,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
6962,5074,location 1007,0,event_type 15,severity_type 2,feature 80,4,resource_type 8
6963,4635,location 161,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
6964,1626,location 520,0,event_type 35,severity_type 2,feature 232,14,resource_type 2
6965,11087,location 823,1,event_type 15,severity_type 1,feature 193,10,resource_type 8
6966,15085,location 1008,2,event_type 15,severity_type 2,feature 82,25,resource_type 8
6967,1795,location 805,0,event_type 20,severity_type 1,feature 70,1,resource_type 8
6968,9538,location 607,2,event_type 11,severity_type 1,feature 46,2,resource_type 8
6969,13737,location 518,0,event_type 34,severity_type 2,feature 235,11,resource_type 2
6970,14446,location 126,0,event_type 35,severity_type 2,feature 313,7,resource_type 2
6971,18104,location 118,0,event_type 34,severity_type 2,feature 301,1,resource_type 2
6972,15843,location 734,1,event_type 54,severity_type 1,feature 203,3,resource_type 2
6973,10952,location 414,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
6974,12853,location 584,1,event_type 11,severity_type 1,feature 187,2,resource_type 8
6975,3067,location 763,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
6976,3504,location 995,2,event_type 11,severity_type 1,feature 203,7,resource_type 8
6977,12705,location 249,1,event_type 35,severity_type 2,feature 232,7,resource_type 2
6978,16569,location 1091,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
6979,1527,location 16,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
6980,7030,location 609,0,event_type 11,severity_type 4,feature 75,1,resource_type 8
6981,15503,location 1060,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
6982,2387,location 118,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
6983,6649,location 976,0,event_type 15,severity_type 2,feature 82,18,resource_type 8
6984,9017,location 459,0,event_type 35,severity_type 4,feature 314,1,resource_type 2
6985,1003,location 244,0,event_type 34,severity_type 2,feature 232,12,resource_type 2
6986,6780,location 609,0,event_type 11,severity_type 2,feature 306,1,resource_type 7
6987,8640,location 133,0,event_type 35,severity_type 2,feature 301,2,resource_type 2
6988,972,location 2,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
6989,16126,location 600,0,event_type 11,severity_type 1,feature 82,18,resource_type 8
6990,7712,location 126,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
6991,15544,location 684,2,event_type 15,severity_type 2,feature 82,8,resource_type 8
6992,13109,location 342,1,event_type 35,severity_type 2,feature 232,4,resource_type 2
6993,10126,location 242,0,event_type 34,severity_type 2,feature 232,57,resource_type 2
6994,9125,location 793,0,event_type 11,severity_type 1,feature 195,32,resource_type 8
6995,18233,location 278,1,event_type 34,severity_type 2,feature 235,1,resource_type 2
6996,17620,location 1107,0,event_type 15,severity_type 1,feature 193,11,resource_type 8
6997,7049,location 1008,0,event_type 15,severity_type 1,feature 80,4,resource_type 8
6998,13661,location 653,1,event_type 15,severity_type 1,feature 80,4,resource_type 8
6999,1436,location 468,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
7000,2183,location 7,1,event_type 11,severity_type 1,feature 70,16,resource_type 8
7001,5547,location 793,0,event_type 11,severity_type 1,feature 195,30,resource_type 8
7002,9738,location 87,1,event_type 28,severity_type 1,feature 154,1,resource_type 9
7003,7113,location 546,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
7004,15700,location 509,0,event_type 34,severity_type 2,feature 314,27,resource_type 2
7005,15733,location 1100,1,event_type 11,severity_type 1,feature 22,1,resource_type 8
7006,4021,location 1052,0,event_type 11,severity_type 1,feature 82,10,resource_type 8
7007,878,location 999,0,event_type 11,severity_type 2,feature 62,1,resource_type 8
7008,11695,location 244,1,event_type 34,severity_type 2,feature 232,24,resource_type 2
7009,15412,location 845,1,event_type 15,severity_type 2,feature 82,15,resource_type 8
7010,1972,location 922,1,event_type 21,severity_type 1,feature 220,1,resource_type 2
7011,64,location 921,0,event_type 15,severity_type 2,feature 56,1,resource_type 8
7012,2897,location 878,0,event_type 11,severity_type 1,feature 195,6,resource_type 8
7013,2708,location 311,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
7014,12865,location 478,0,event_type 34,severity_type 1,feature 211,2,resource_type 2
7015,14741,location 649,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
7016,15514,location 430,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
7017,9361,location 1066,1,event_type 23,severity_type 1,feature 54,1,resource_type 8
7018,17629,location 155,1,event_type 34,severity_type 2,feature 232,3,resource_type 2
7019,15650,location 133,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
7020,18543,location 998,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
7021,4605,location 7,0,event_type 20,severity_type 1,feature 134,1,resource_type 8
7022,15922,location 831,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
7023,968,location 255,0,event_type 35,severity_type 1,feature 219,1,resource_type 2
7024,12815,location 921,1,event_type 15,severity_type 2,feature 203,5,resource_type 8
7025,12879,location 1100,2,event_type 15,severity_type 1,feature 193,2,resource_type 8
7026,8265,location 319,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
7027,6388,location 1052,0,event_type 11,severity_type 1,feature 80,8,resource_type 2
7028,15753,location 921,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
7029,8616,location 1026,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
7030,16349,location 1107,2,event_type 11,severity_type 1,feature 71,3,resource_type 8
7031,4596,location 700,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
7032,17616,location 793,0,event_type 11,severity_type 1,feature 195,12,resource_type 8
7033,2675,location 249,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
7034,16526,location 644,0,event_type 46,severity_type 1,feature 285,188,resource_type 2
7035,5285,location 1086,2,event_type 15,severity_type 1,feature 82,19,resource_type 8
7036,15968,location 760,0,event_type 54,severity_type 4,feature 362,3,resource_type 2
7037,12645,location 734,2,event_type 15,severity_type 1,feature 71,2,resource_type 8
7038,7341,location 945,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
7039,13288,location 193,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
7040,2416,location 358,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
7041,11833,location 1000,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
7042,8960,location 122,0,event_type 34,severity_type 2,feature 235,6,resource_type 2
7043,12314,location 844,2,event_type 11,severity_type 1,feature 182,1,resource_type 8
7044,11231,location 1006,0,event_type 11,severity_type 1,feature 182,1,resource_type 8
7045,7246,location 497,0,event_type 35,severity_type 2,feature 310,3,resource_type 2
7046,3266,location 707,0,event_type 15,severity_type 2,feature 193,4,resource_type 8
7047,14273,location 135,0,event_type 34,severity_type 2,feature 232,19,resource_type 2
7048,6925,location 497,0,event_type 35,severity_type 2,feature 309,31,resource_type 2
7049,10708,location 925,0,event_type 11,severity_type 1,feature 207,2,resource_type 8
7050,14518,location 445,0,event_type 35,severity_type 2,feature 312,34,resource_type 2
7051,24,location 367,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
7052,3624,location 495,0,event_type 35,severity_type 2,feature 312,10,resource_type 2
7053,8897,location 102,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
7054,5932,location 995,1,event_type 11,severity_type 1,feature 71,2,resource_type 8
7055,16705,location 154,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
7056,5945,location 466,0,event_type 34,severity_type 2,feature 234,29,resource_type 2
7057,14410,location 734,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
7058,11591,location 149,1,event_type 35,severity_type 2,feature 233,1,resource_type 2
7059,7560,location 495,0,event_type 34,severity_type 2,feature 313,74,resource_type 2
7060,8872,location 564,1,event_type 11,severity_type 2,feature 171,1,resource_type 8
7061,17854,location 794,0,event_type 23,severity_type 1,feature 163,6,resource_type 4
7062,9314,location 976,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
7063,3497,location 673,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
7064,3787,location 128,0,event_type 35,severity_type 2,feature 315,26,resource_type 2
7065,5859,location 476,0,event_type 35,severity_type 2,feature 234,23,resource_type 2
7066,4619,location 1081,1,event_type 15,severity_type 1,feature 51,4,resource_type 8
7067,3532,location 915,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
7068,12383,location 601,2,event_type 11,severity_type 1,feature 345,4,resource_type 6
7069,13005,location 1042,0,event_type 15,severity_type 2,feature 82,19,resource_type 8
7070,11006,location 707,0,event_type 26,severity_type 2,feature 276,1,resource_type 8
7071,11650,location 763,2,event_type 15,severity_type 2,feature 203,16,resource_type 8
7072,3653,location 244,0,event_type 35,severity_type 2,feature 312,22,resource_type 2
7073,11598,location 344,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
7074,14485,location 479,0,event_type 35,severity_type 1,feature 44,1,resource_type 2
7075,18033,location 288,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
7076,4289,location 325,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
7077,18258,location 810,2,event_type 54,severity_type 1,feature 203,14,resource_type 2
7078,17125,location 1089,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
7079,3849,location 141,1,event_type 35,severity_type 2,feature 301,2,resource_type 2
7080,8012,location 618,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
